NORTRAZINE 50 SC|ATRAZINE 500G/LITRE|XUANHUA AGRO CHEM CO. LTD SANKITAI DADONGMENWAI,XUANHUA DISTRICT ZHAGJIAKOU,HEBEI|04-8201
ARVED TABLETS (POM)|LAMIVUDINE 150MG,ZIDOVUDINE 300MG|SAME AS APPLICANT|04-8177
ARVED-N TABLETS (POM)|LAMIVUDINE 150MG,ZIDOVUDINE 300MG,NEVIRAPINE 200MG|SAME AS APPLICATION|04-8176
BONDURETIC TABLETS (POM)|AMILORIDE HCL 5MG
HYDROCHLOROTHIAZIDE 50MG|SAME AS APPLICANT|04-8180
CHAZMAX AMPICILLIN/CLOXACILLIN SUSPENSION (POM)|AMPICILLIN 125MG,CLOXACILLIN 125MG/5ML|SAME AS APPLICANT|04-8183
DRUGFIELD CHLORAMPHENICOL EAR DROPS (POM)|CHLORAMPHENICOL 5% W/V|SAME AS APPLICANT|04-7829
DRUGFIELD PENICILLIN OPHTHALMIC OINTMENT (POM)|PENICILLIN POTASSIUM 5000 IU/G|SAME AS APPLICANT|04-7531
DRUGFIELD PILOCARPINE EYEDROPS(POM)|PILOCARPINE 2% W/V|SAME AS APPLICANT|04-7532
FUNGIZOLE TABLETS (POM)|KETOCONAZOLE 200MG|SAME AS APPLICATION|04-7969
JORIS MIST KAOLIN (OTC)|KAOLIN 1G,LIGHT MAGNESIUM CARBONATE 250MG,SODIUM BICARBONATE 250MG/5ML|SAME AS APPLICANT|04-8179
JUMENTIN SUSPENSION (POM)|AMOXYCILLIN 200MG,CLAVULANIC ACID 28.5MG/5ML|SAME AS APPLICATION|04-8175
LABCICROL ANTACID SUSPENSION (OTC)|DRIED ALUMINIUM HYDROXIDE 300MG,MAGNESIUM HYDROXIDE 100MG,MAGNESIUM TRISILICATE 150MG,SIMETHICONE 25MG/5ML|SAME AS APPLICANT|04-8182
NIGERTOL DISINFECTANT (OTC)|BENZYL CHLOROPHENOL 0.7%,PINE OIL & RELATED TERPENES 0.5%|SAME AS APPLICANT|04-8181
OUROTETRA L.A 20%|OXYTETRACYCLINE DEHYDRATE 21.60G/100ML|PRODUTOS VETERINARIOS OUROFINO LTDA RUAI VICENTE GOLFETO 59 RIBERIRAO PRETO SP|04-8051
TABALON 200 TABLETS (OTC)|IBUPROFEN 200MG|SAME AS APPLICANT|04-7649
VAMI'S ARTESUNATE TABLETS(POM)|ARTESUNATE 50MG|SAME AS APPLICANT|04-8174
VITAMIN C TABLETS (OTC)|ASCORBIC ACID 100MG|SAME AS APPLICANT|04-8178
DELMIN ? FORTE|1,2,4 D AMINE SALT|UNITED PHOSPHORUS (SHANGHAI) CO. LTD NO 29 JIATAI RD, WAIGAOGIAO SHANGAHI|04-7935
DIVITOL ANTISEPTIC DISINFECTANT (OTC)|250ML|SAME AS APPLICANT|04-8173
FLURAX ? SUSPENSION (RENEWAL)|RAFOXANIDE 2.5% (25MG/ML)|SAME AS APPLICANT|04-1391
HARDROMED METHYLATED SPIRIT(OTC)|ISOPROPYL ALCOHOL 70%,METHANOL 5%|SAME AS APPLICANT|04-8172
NEOCERYL ? PLUS WSP (RENEWAL)|OXYTETRACYCLINE HCL 500MG,ERYTHROMYCIN THIOCYNATE 3500MG,STREPTOMYCIN SULPHATE 3500MG,NEOMYCIN SULPHATE 1000MG|ALFASAN INTERNATIONAL BV 3440 WOERDEN|04-1608
NEOTREAT ? WSP (RENEWAL)|OXYTETRACYCLINE HCL 60MG,NEOMYCIN SULPHATE 40MG,VIT A 7500IU,VIT D3 1500IU,VIT E & K3 2.5MG,LYSINE 50MG|KEPRO B.V COMPAGNIEWEG 3-3771 NH BARNEVELD|04-1923
NEW DIVINE DEXAMETHASONE TABLETS (POM)|DEXAMETHASONE 0.5MG|SAME AS APPLICANT|04-8168
NGC METRONIDAZOLE TABLETS (POM)|METRONIDAZOLE 200MG|SAME AS APPLICANT|04-7671
PANTRIM TABLETS (POM)|SULPHAMETHOXAZOLE 400MG,TRIMETHOPRIM 80MG|SAME AS APPLICANT|04-8169
RICO AMPICILLIN DRY SYRUP (POM)|AMPICILLIN 125MG/5ML|SAME AS APPLICANT|04-8171
SURAKSHA ?|CYPERMETHRIN 30G, DIMETHOATE 25G/L|NAGARJUNA AGRICHEM LTD. PLOT 61 NAGARJUNA HILLS,DUNJAGUTTA HYDERBAD 500082 (AP) FACTORY ETHAKOTU 533238 EAST GODAVARI DF AP|01-7804
UPPERCOTT ?|CYPERMETHRIN 30G,DIMETHOATE 250G/L|UNITED PHOSPHORUS (SHANGHAI) CO. LTD NO 29 JIATAI RD, WAIGAOGIAO SHANGAHI|04-7936
OUROTERA 10%|OXYTETRACYCLINE DEHYDRATE 10.56G/ML|PRODUTOS VETERINARIOS OUROFINO LTDA RUAI VICENTE GOLFETO 59 RIBERIRAO PRETO SP|04-8050
QUINTOX 3 30% ORAL LIQUID|NORFLOXACIN 300MG/ML|SPECIAL T. PRODUCTS LTD. 1 LIVERPOOL ROAD,MAGHULL, LIVERPOOL|04-8052
LEYJAY METHYLATED SPIRIT (OTC)|ETHANOL  95% V/V, METHANOL 5% V/V|SAME AS APPLICANT|04-8170
BCN CHLOROQUINE TABLETS (OTC)|CHLOROQUINE PHOSPHATE 250MG|SAME AS APPLICANT|04-8184
ELANQUINE TABLETS (OTC)|CHLOROQUINE PHOSPHATE 250MG|SAME AS APPLICANT|04-8186
GLYFORMIN TABLETS (POM)|METFORMIN HCL 500MG|SAME AS APPLICANT|04-7968
KP CHLOROQUINE TABLETS (OTC)|CHLOROQUINE PHOSPHATE 250MG|SAME AS APPLICANT|04-8188
KP METRONIDAZOLE TABLETS (POM)|METRONIDAZOLE 200MG|SAME AS APPLICANT|04-8189
KP PARACETAMOL TABLETS (OTC)|PARACETAMOL 500MG|SAME AS APPLICANT|04-8187
THERAMETHER SUSPENSION (POM)|ARTEMETHER 15MG/ML|SAME AS APPLICANT|04-8185
AMIBAGYL TABLETS (POM)|METRONIDAZOLE 200MG|SAME AS APPLICANT|04-2043
COMPI-CLOX DROPS (POM)|AMPICILLIN 60MG,CLOXACILLIN 30MG|SAME AS APPLICANT|04-2128
NGC CO-TRIMOXAZOLE TABLETS (POM)|SULPHAMETHOXAZOLE 400MG,TRIMETHOPRIM 80MG|SAME AS APPLICANT|04-0663
TCP LIQUID ANTISEPTIC (OTC)|PHENOL 0.175%,HALOGENATED PHENOLS 0.68%,SODIUM SALICYLATE 0.052%|SAME AS APPLICANT|04-0080
PANCEMOL (FORMERLY NEIMETH PARACETAMOL TABLETS) (OTC)|PARACETAMOL 500MG|SAME AS APPLICANT|04-2116
NECOTRIM TABLETS, (FORMALLY NEIMETH CO-TRIMOXAZOLE TABLETS) (POM)|SULPHAMETHOXAZOLE 400MG,TRIMETHOPRIM 80MG|SAME AS APPLICANT|04-2117
DR MEYER'S ASMANOL-F TABLETS (POM)|THEOPHYLLINE 60MG,CHLORPHENIRAMINE 2MG,EPHEDRINE 16MG|SAME AS APPLICANT|04-0059
SCABCARE SKIN LOTION (OTC)|BENZYL BENZOATE 25%|SAME AS APPLICANT|04-1667
CET-10 TABLETS (OTC)|CETRIZINE 10MG|SAME AS APPLICANT|04-8282
CIKAMOX CAPSULES (POM)|AM0XICILLIN TRIHYDRATE 250MG|SAME AS APPLICANT|04-8284
EMIOLA PINUL CAPSULES|TERMILIA TOGOENSIS 22%,STROPHANTHUS HISPIDUS 22%,CESALA SIBERIANA 22%,ENANITA CHLORANTHA 22%,EUGENIA CHLORANTHA 22%,EUGENIA CARYOPHYLLATA 10%,ALLIUM CEPA 2%|SAME AS APPLICANT|04-8134L
J-VITE MULTIVITAMINS TABLETS (OTC)|VIT A 2500IU,VIT B1 1MG,VIT B2 1MG,VIT B6 0.5MG,VIT B12 2.5MG,VIT C 25MG,NICOTINAMIDE 10MG|SAME AS APPLICANT|04-7960
PILOCARPINE 4% EYEDROPS (POM)|PILOCARPINE HCL 4% W/V|SAME AS APPLICANT|04-7533
VASOPRIN ENTERIC COATED TABLETS OTC)|ACETYL SALICYLIC ACID 75MG|SAME AS APPLICANT|04-7961
X-COLD TABLETS (OTC)|CETRIZINE 2.5MG,PARACETAMOL 500MG|SAME AS APPLICANT|04-8283
ALUMADROX TABLETS (OTC)|DRIED ALUMINIUM HYDROXIDEGEL 250MG,MAGNESIUM TRISILICATE 500MG|SAME AS APPLICANT|04-1253
ANTALLERGE STERILE EYE DROPS (POM)|ANTAZOLLINE 0.05%W/V, TETRAHYDROZOLINE 0.04%W/V|SAME AS APPLICANT|04-7721
DANA DEXTROSE SALINE 5% (POM)|SODIUM CHLORIDE 0.9G,ANHYDROUS DEXTROSE 5G|SAME AS APPLICANT|04-0381
DANA NORMAL SALINE 0.9%|SODIUM CHLORIDE 0.9G|SAME AS APPLICANT|04-0380
DANA RINGER'S LACTATE SOLUTION (POM)|SODIUM LACTATE 1.5G,SODIUM CHLORIDE 3G,POTASSIUM CHLORIDE 20G,CALCIUM CHLORIDE 135G|SAME AS APPLICANT|04-0376
DRULATAN EYE DROPS (POM)|LATANOPROST 0.005%|SAME AS APPLICANT|04-7828
EVADINE ORAL SUSPENSION (POM)|NEVIRAPINE 50MG/5ML|SAME AS APPLICANT|04-8303
LAVUDINE TABLETS (POM)|LAMIVUDINE 150MG|SAME AS APPLICANT|04-8302
MELXICAP 40 TABLETS (POM)|STAVUDINE 40MG|SAME AS APPLICANT|04-8301
POLYFORT TABLETS (OTC)|DRIED ALUMINIUM HYDROXIDE GEL 400MG,MAGNESI UM HYDROXIDE 200MG,SIMETHICONE 25MG|SAME AS APPLICANT|04-8304
UNIDAR-H (HALF STRENGTH DARROW'S) (POM)|POTASSIUM CHLORIDE 0.130G,SODIUM CHLORIDE 0.200G,SODIUM LACTATE0.295G|SAME AS APPLICANT|04-0338
VIREX-L TABLETS (POM)|LAMIVUDINE 150MG|SAME AS APPLICANT|04-8299
VIREX-Z TABLETS (POM)|ZIDOVUDINE 300MG|SAME AS APPLICANT|04-8298
ZUBES CHILDREN'S COUGH SYRUP (OTC) (RENEWAL)|IPECACUANHA LIQUID EXTRACTS 0.0119ML,SQUILL VINEGAR BPC 0.1124ML/5ML|SAME AS APPLICANT|04-1257
ARCOTONE BLOOD TONIC (OTC)|FERRIC AMMONIUM CITRATE B.P 69MG(FE 14MG),FOLIC ACID 0.5MG,VIT B12 5MCG/5ML|SAME AS APPLICANT|04-8285
CHAZMAX CHEWABLE VITAMIN C TABLETS (OTC)|ASCORBIC ACID 100MG|SAME AS APPLICANT|04-8295
CHLORAMPHENICOL EYE OINTMENT (POM)|POTASSIUM IODIDE 0.3%
SODIUM IODIDE 0.3%|DRUGFIELD PHARMACEUTICALS LTD. LYNSON CHEMICAL AVENUE, KM 38, LAGOS-ABEOKUTA EXP WAY, SANGO-OTTA, NIGERIA|04-7724
DANACLOX CAPSULES (POM)|AMPICILLIN 250MG,CLOXACILLIN 250MG|SAME AS APPLICANT|04-1053
DANA-CPM SYRUP (POM)|CHLORPHENIRAMINE MALEATE 2MG/5ML|SAME AS APPLICANT|04-8292
DE-SHALOM PARACETAMOL (OTC)|PARACETAMOL 125MG/5ML|SAME AS APPLICANT|04-8288
EMZOCLOX NEONATAL ORAL DROPS (POM)|AMPICILLIN 60MG/CLOXACILLIN 30MG/0.6ML|SAME AS APPLICANT|04-8293
LABCICAN BABY TEETHING SYRUP (OTC)|PARACETAMOL 120MG,DIPHENHYDRAMINE HCL 12.5MG/5ML|SAME AS APPLICANT|04-8290
MOKO C SYRUP (OTC)|ASCORBIC ACID 100MG/5ML|SAME AS APPLICANT|04-8289
ORALTHY ORAL REHYDRATION SALT (OTC)|SODIUM CHLORIDE 3.5G,TRISODIUM CITRATE DEHYDRATE 2.9G,POTASSIUM CHLORIDE 1.5G,GLUCOSE ANHYDRATE 20G|SAME AS APPLICANT|04-8296
PARADANA SYRUP (OTC)|PARACETAMOL 125MG/5ML|SAME AS APPLICANT|04-8286
THIOCAL 12 DROPS (OTC)|VIT B1 1MG,VIT B2 0.5MG,VITB6 1MG,VIT B12 2.5MG,FOLIC ACID 100MCG,NICOTINAMIDE 5MG/1ML,L-LYSINE 2.5MG/ML,FERROUS GLUCONATE 18MG/ML|SAME AS APPLICANT|04-8291
VIREX-N TABLETS (POM)|NEVIRAPINE 200MG|SAME AS APPLICANT|04-8297
XILEC TABLETS (POM)|ZIDOVUDINE USP 300MG|SAME AS APPLICANT|04-8300
GALAWAYS TACORANGE VITAMIN-C TABLETS (OTC)|ASCORBIC ACID B.P 100MG|SAME AS APPLICANT|04-8294
ELAGYL TABLETS (POM)|METRONIDAZOLE 200MG|SAME AS APPLICANT|04-8287
ARCHIVIR TABLETS (POM)|LAMIVUDINE 150MG,STAVUDINE 30MG,NEVIRAPINE 200MG|SAME AS APPLICANT|04-7948
DANA MANNITOL (POM)|MANNITOL 10%|SAME AS APPLICANT|04-2134
DEXAMETHASONE INJECTION (POM)|DEXAMETHASONE 4MG/ML|ZHEJIANG JINLING TIANFENG NO 11,CHEZHAN FACTORY ROAD,HUZHOU CITY,|04-8236
GASTRO GRAFIN SOLUTION|MEGLUMINE AMIDOTRIZOATE 0.66G,SODIUM AMIDOTRIZOATE 0.1G|BERLIMED S.A C/FRANCISCO ALONSO,7,POLIGONO IND SANTA ROSA,ALCALA DATTENARES|04-8235
KEFSTAR ORAL SUSPENSION (POM)|CEFUROXIME AXETIL 125MG/5ML|WOCKHARDT LTD PLOT B-15/2, M.I.D.C WALUJ,AURANGABAD|04-8234
KP ANTACID MIXTURE (OTC)|MAGNESIUM TRISILICATE 500MG,LIGHT MAGNESIUM CARBONATE 500MG,SODIUM BICARBONATE 500MG/10ML|SAME AS APPLICANT|04-2066
RULOX SUSPENSION (OTC)|METHYLPOLYSILOXANE 125MG,MAGNESIUM HYDROXIDE 100MG,DRIED ALUMINIUM HYDROXIDE GEL 468.1MG|SAME AS APPLICANT|04-2233
TALIDINE TABLETS (POM)|PHTHALYSULPHATHIAZOLE 500MG|SAME AS APPLICANT|04-2122
UNIMANN-10 (POM)|MANNITOL 10%|SAME AS APPLICANT|04-0409
VITAGOLD SYRUP (OTC)|CYPROHEPTADINE HCL 2MG,L-LYSINE 60MG,FOLIC ACID 100MCG,VIT B1 1MG,VIT B2 0.5MG,VIT B6 0.5MG,VIT B12 2MCG,NICOTINAMIDE 10MG/5ML|SAME AS APPLICANT|04-6884
KAKAKI METHYLDOPA TABLETS (POM)|METHYLDOPA 250MG|PLETHICO PHARM LTD A.B ROAD,MANGLIA 453771,INDORE (M.P)|04-8233
STRICIN-250 TABLETS (POM)|ERYTHROMYCIN 250MG|AUROCHEM PHARMA PVT LTD. 58 PALGHAR T. IND COOP EST. PALGHAR 401404 THANE|04-8232
UPQUINE INJECTION (POM)|CHLOROQUINE PHOSPHATE 64.5MG/ML|SYNCOM FORMULATIONS (INDIA),LTD. 256-257,SECTOR-1,PITHAMPUR (DHAR) 454775 DIST. DHAR (M-P)|04-8231
VITAPLEX INJECTION (POM)|VIT B1 15MG,VIT B2 15MG,VIT B6 10MG,NICOTINAMIDE,D-PANTHENOL|MERCURY LABORATORIES PVT LTD S.A IND. ESTATE,VADODORA 390 016|04-8230
AMOVIN INJECTION (POM)|AMOXYCILLIN 500MG, CLAVULANIC ACID 100MG|BHARAT PARENTERALS LTD,VILLAGE HARIPURA TA. SAVLI DIST BARODA,GUJARAT|04-8244
APPMYCIN INJECTION (POM)|GENTAMYCIN 280MG/2ML|NINGBO DHY (DAHONGYING) PHARM. CO. LTD NO 396 MINGZHU ROAD,NINGBO PR|04-8249
ARTESIANE SUPPOGEL SUPPOSITORIES (POM)|ARTEMETHER 160MG|BANNER PHARMACAPS BV. 5048,TILBURY|04-8241
ARTESIANE-20 INJECTION (POM)|ARTEMETHER 20MG/ML|ROTEXMEDICA BUNSENSTASSE 4,D-22943 TRITTAU|04-8240
ARTESUNATE INJECTION (POM)|ARTESUNATE 60MG|GUILIN PHARM CO. LTD NO 24 SHANGHAI GUILIN|04-8251
COMBINAL CAPSULES (POM)|DIHYDROARTEMISININ 40MG,PIPERAQUINE PHOSPHATE 320MG|KUNMING PHARMA. CO LTD,ZAOZHONGCUN QIGONGH WEST SUBURB KUNMING YUNAN P.R|04-8239
EMBAMOX INJECTION (POM)|AMOXICILLIN 500MG|LABORATE PHARM LTD E-11 IND. AREA PANIPAT 132103 (H)|04-8248
HESTAR-200 IV INFUSION 9POM0|PENTA STARCH 6%,HYDROXYETHYLETHYL STARCH 6%|CLARIS LIFE SCIENCES LTD CHARCHRWADI-VASNA SANAMD,AHMEDABAD,GUJARAT 382 213|04-8252
PANFOR SR-500 TABLETS (POM)|METFORMIN HYDROCHLORIDE 500MG|THEMIS LABORATORIES PVT LTD A-214 RD. NO 30,WAGLE IND. EST. THANE 400604|04-8247
ROSART TABLETS (POM)|LOSARTAN POTASSIUM 50MG|RANBAXY LAB. LTD PLOT NO B2 MARCAIM IND. EST. PONDA,GOA-403 404|04-8238
TETRAVEN OINTMENT (POM)|TETRACYCLINE HYDROCHLORIDE 1% W/W|NEM LABORATORIES PVT LTD 133,VASSAI RD (E) 401 210|04-8246
TRANSGLOBE RIFAMPICIN (POM)|RIFAMPICIN 300MG|SHIJIAZHUANG PHARMA GROUP ZHONGNUO PHARM (SHIJIAZHUANG) CO. LTD NO 188 GONGNONG RD,SHIJIAZHUANG CITY,HEBEI|04-8245
ZIDOLAM-N TABLETS (POM)|NEVIRAPINE 200MG,ZIDOVUDINE 300MG,LAMIVUDINE 150MG|PLETHICO PHARM LTD,A.B ROAD,MAGLIA-453771 INDORE (M.P)|04-8243
ARSUAMOON TABLET (POM)|ARTESUNATE 50MG+ AMODIAQUINE 150MG|GUILIN PHARM CO. LTD NO 17 SHANGHAI RD GUILIN, CHINA|04-8250
ROSART TABLETS (POM)|LOSARTAN POTASSIUM 25MG|RANBAXY LAB. LTD PLOT NO B2 MARCAIM IND. EST. PONDA,GOA-403 404|04-8237
BULDOZER JIGBI-JIGBI HERBAL FORMULAR|RAUWOLFIA VOMITORIA,FICUS ASPEFORIOLA,CYYMBOGON CITARTUS,ALSTONEI BONEI|SAME AS APPLICANT|04-8330L
GNLD AMI-TONE TABLETS|L-ARGININE 400MG,L-ORNITHINE 200MG,L-TYROSINE 25MG,L-CYSTEINE 20MG,L-LYSINE 10MG|NFI 2125 AMERICAN AVE,HAYWARD C.A,9454|04-8328
GNLD FLAVONOID COMPLEX TABLETS|VITAMIN C 50MG,GRAPEFRUIT EXT,LEMON EXT.,ORANGE EXT,RED AND GRAPE EXT,. MIXED BERRY,BEET CONC,GREEN TEA EXT,KALE CONC,CRANBERRY EXT|NFU 2125 AMERICAN AVE,HAYWARD C.A,|04-8329
KOGBEBE FMP HERBAL REMEDY POWDER|MUSA PARADISIACAL,CLESTIC FERIAGINEA,DIONEA REFLEXA,LACINE TRICHARIAHA|SAME AS APPLICANT|04-8326L
NEO-OXY EGG FORMULAR W.S.P (RENEWAL)|OXYTETRACYCLINE HCL 6,000MG,NEOMYCIN SULPHATE 4,000MG,VIT A 750,000IU,VIT D3 150,000 IU,VIT E & K3 250MG,LYSINE 5,000MG|KEPRO B.V COMPAGNIEWEG 3-3771 NH BARNEVELD|04-1978
NOKALT PULVERISATION LIQUID|AMITRAZ 12.5%/100ML|PRODUSTOS VETERINARIOS OUROFINO LTDA RUA VICENTE GOLFETO 59-CEP 14080 470 RIBEIRAO PRETO -SP|04-8305
O-TETRA LA INJECTABLE|OXYTETRACYCLINE 200MG/ML|PLETHICO PHARMACEUTICALS LTD A.B RD,MANGLIA 4534771 INDORE (M.P) INDIA. AT 33/2 A B RD,PIGDAMBER 453446 INDORE (M.P)|04-8307
OXY-T.Q 5% INJECTABLE SOLUTION|OXYTETRACYCLINE HCL 50MG/ML|SHIJIA ZHUANG PHARMACEUTICAL GROUP CO. LTD SHIZHENG ROAD,SHIJIAZHUANG HEBEI PROVINCE|04-8306
RIDOMIL GOLD MZ 68 WG|METALAXYL-M 40G/KG,MANCOZEB 640G/KG|SYNGENTA CROP PROTECTION AG,BASEL|04-8308
VAMI'S VITAMINS POWDER|VIT A 0.516GM,D3 0.011GM,E 0.09207GM,K & B2 0.435GM,C 0.100GM,NACL 5.00GM,MAGNESIUM SULPHATE,COPPER SULPHATE &ZINC; SULPHATE 1.200GM,LYSINE 1.500GM,METHIONINE 1.000GM|SAME AS APPLICANT|04-8310
ALAWOYE FORMULAR|MAGNIFERA INDICA LEAF,MAGNIFERA INDICA BARK,MAHOGANY BARK,SNAIL LIQUOR,ONION LEAF,SIDA ACUTA,TRETAED WATER|SAME AS APPLICANT|04-8321L
ALAWOYE FORMULAR 1 COUGH & ABDOMINAL DISCOMFORT|COCORUS OILTORIOUS,CARICA PAPAYA,GARLIC (ALLIUM),LIME,GINGER,TREATED WATER|SAME AS APPLICANT|04-8320L
EMIOLA EAZE 2 CAPSULES|ASMINA TRIBOLUS 40%,RAUWOLFIA VOMITORIA 20%,OLAX SUBSOOPIADEA 10%,ALLIUM CEPA 10%,MAGNIFERA INDICA 15%,ALLIUM SATIVUM 5%|SAME AS APPLICANT|04-8315L
EMIOLA EAZE 2 LIQUID|ASIMINA TRIBOLUS 40%,RAUWOLFIA VOMITORIA 20%,OLAX SUBSOOPIADEA 10%,ALLIUM CEPA 10%,MAGENIFERA INDICA 15%,ALLIUM SATIVUM 5%|SAME AS APPLICANT|04-8315L
EMIOLA PINUL CAPSULES|TERMILIA TOGOENSIS 22%,STROPHANTUS HISPIDUS 22%,CESALA SIBERIANA 22%,ENANTIA CHLORANTHA 22%,EUGENIA CARYOPHYLLATA 10%,ALLIUM CEPA 2%|SAME AS APPLICANT|04-8314L
FERTELE FORMOLAR TOWOBOSUN FOR MEN|LAPHIRA LANCEOLARA,FICUS EXAPERATA,ANNONA SENEGALENSIS,LUFTA ACUTANGULA,AFRAMOMUM MELEGUTTA|SAME AS APPLICANT|04-8324L
KIKDE-PEIN (FORMERLY RHEUMAKLEAR) HERBAL POWDER|ALSTONIA BOONEI,MAGNIFERA INDICA,RICINDENDRON HEUDENTOTTI|SAME AS APPLICANT|04-8317L
KIKSOLYN (FORMERLY DENTOCURE) HERBAL TOOTH POWDER|CEIBA PENTANDRA,CHRYSOPHYLLUM ALBIDUM,ITANA CAMERA|SAME AS APPLICANT|04-8319L
PROGONAL HERBAL CAPSULES|PLANTAGO MAJOR 30MG,PLANTAGO OVATA 70MG,PANAX QUINQUAFOLIUS 70MG,ENTOMOPHILOUS VAR SPP 80MG|SAME AS APPLICANT|04-8323L
T.N.K HERBAL CAPSULES|CASSIA TORA 50%,ELAEIS GUINEENSIS 50%|SAME AS APPLICANT|04-8316L
YOLDYN HERBAL POWDER (FORMERLY YOLDYN HAEMORROHOIDS REMEDY)|MORDICA CHARANTIA,MENTHA PIPERITA,CALBA PENTANDRA|SAME AS APPLICANT|04-8318L
OXIPRUL 20? FORTE W.S.P|OXYTETRACYCLINE 20,000MG,AMPROLIUM 20,000MG|SAME AS APPLICANT|04-8309
IMMUNOCAL DIETARY SUPPLEMENT POWDER|WHEY PROTEIN ISOLATE|IMMUNOTEC RESEARCH LTD 292 ADRIEN PATENUADE VAUDREUIL,DORION|04-8327L
FAFORON HERBAL BLOOD BUILDER & ENERGIZER|KHAYA GRANDIFOLIOLA,COCOA SPECIE,BOSCIA ANGOSTIFOLIA,DIALIUM GUINENSE,SORGUM BICOLOR,ETHANOL,SWEETNER|PROF (EMERITUS) AYO TELLA HERBAL LABORATORIES ADESAKIN LAYOUT,AWE|04-8322L
ROTARIX VACCINES|HUMAN ROTAVIRUS STRAIN 10,CCIDSUCROSE 9MG,DEXTRAN 18MG,SORBITOL 13.5MG & AMINOACIDS 9MG,LIQUID DILUENT,CALCIUM CARBONATE,XANTHAN,WATER FOR INJECTION|GLAXOSMITHKLINE BIOLOGICALS S.A RUE DE INSTITUTE 89 RIXENSART|04-8311L
POLIO SABIN MONO T1 (ORAL) VACCINE|TYPE 1 POLIO VIRUS(STRAIN LSC,2AB) > 10,CCID 50,MAGNESIUM CHLORIDE 6H20,L-ARGININE,POLYSORBATE 80,PURIFIED WATER|GLAXOSMITHKLINE BIOLOGICALS S.A RUE DE INSTITUTE 89 RIXENSART|04-8313L
HUMALOG MIX 50|INSULIN LISPRO 50%, INSULIN LISPRO PROTHAMINE (RDNA ORIGIN) 50%|LILLY FRANCE S.A F-67640 FEGERSHEIM|04-8312
CEFUJET INJECTION (POM)|CEFUROXIME USP 750MG|ALPA LABORATORIES LTD 33/2 A.B ROAD,PIGDAMBER 453 446|04-8382
E MAL INJECTION (POM)|ARTEETHER 150MG|THEMIS MEDICARE LTD 69-A,GIDC,INDUSTRIAL ESTATE,VAPI-369195,GUJARAT|04-8383
MAGNEVIST SOLUTION FOR INJECTION (POM)|DIMEGLUMINE GADOPENTETATE 469MG|SCHERING A.G HULLER STRASSE 170-176 D-13342,BERLIN|04-8379
MAYDONS COD LIVER OIL CAPSULES(OTC)|COD LIVER OIL 300MG|GUJARAT LIQUI PHARMACAPS LTD PLOT NO 662-666,GIDC|04-8380
OILATUM CREAM (OTC)|LIGHT LIQUID PARAFFIN 6% W/W,WHITE SOFT PARAFFIN 15% W/W|STIEFE LABORATORIES IRELAND SLIGO FINISKLIN,IND. ESTATE|04-8381
APPMYCIN INJECTION (POM)|GENTAMYCIN 80MG/2ML|NINGBO DHY (DAHOUNGYING) PHARM CO. LTD NO 396,MINGZHU ROAD,NINGBO|04-8396
AXCIN TABLETS (OTC)|DIHYDROARTEMISININ 32MG,PIPERAQUINE 320MG,TRIMETHOPRIM 90MG|JIANGSU YIXING FORWARD PHARM. FACTORY CHUANBU YIXING ECONOMIC DEVELOPMENT ZONE,JIANGSU PROVINCE|04-8387
BACLEXIN  EYE DROPS (POM)|GENTAMYCIN 0.35% W/V|CIPLA LTD. VERNA IND. ESTATE,SAKETTE GOA|04-8392
FARGEL CREAM (POM)|DICLOFENAC SODIUM BP 1% W/W|PARNAX LAB. PVT PLOT NO 74 & 121 GOVT IND. EST MASAT DADRA & NAGAR HAVELI SILVASSA-396 230|04-8399
ONTAC INJECTION (POM)|DICLOFENAC SODIUM 75MG/3ML|SISHUI XIERKANG PHARM CO. LTD NORTH SIHE ROAD,SISHUI|04-8398
OXYTOCIN INJECTION (POM)|OXYTOCIN 10 IU/ML|JINLING PHRAM. GROUP CORP. 11,CHEZHAN ROAD HUZHOU CITY,ZHEJIANG|04-8385
AMDIN TABLETS (OTC)|ARTESUNATE 200MG,MEFLOQUINE 250MG|JIANGSU YIXING FORWARD PHARM.FACTORY CHUANBU YIXING ECONOMIC DEVELOPMENT ZONE,JIANGSU PROVINCE|04-8386
APP BROMIDE INJECTION (POM)|INJECTION X 1ML X 10'S|NINGBO DHY (DAHOUGYING) PHARM CO. LTD NO 396,MINGZHU ROAD,NINGBO|04-8388
ARTHOCARE FORTE CAPLETS (OTC)|GLUCOSAMINE SULPHATE 500MG,METHYL SUPHONYLMETHANE 250MG,CHONDROTIN SULPHATE 400MG,VIT E 12.5MG,BORAX 0.5MG,SELENIUM 0.06MCG|GLAND PHARMA LTD. HYDERABAD|04-8390
DICLOLAB GEL (POM)|DICLOFENAC SODIUM B.P 1% W/W|LABORATE PHARM (INDIA) E-11 IND. AREA PANIPAT HARYANA,132103|04-8393
ENCORATE TABLETS (POM)|SODIUM VALPROATE 200MG|SUN PHARMA INDUSTRIES, SURVEY NO 259/15,DADRA 396 191 (DADRA & NAGAR HAVELI)|04-8395
LANCIZE TABLETS (POM)|FRUSEMIDE B.P 40MG|MANCARE PHARM PVT. LTD PLOT NO 60,VMIE DHOWALI MAHARASHTRA|04-8391
